Name,Location,Year,Car_Age,Price
Ford Ikon 1.4 TDCi DuraTorq,Jaipur,2010,15,1.6
Audi A6 2011-2015 2.0 TDI,Kochi,2014,11,16.67
Hyundai i20 2015-2017 Sportz AT 1.4,Pune,2012,13,3.85
Toyota Fortuner 2.8 4WD MT,Kochi,2011,14,10.64
Renault KWID RXT,Bangalore,2016,9,3.5
Chevrolet Spark 1.0 LT,Chennai,2008,17,1.1
Hyundai Verna Transform VTVT,Hyderabad,2011,14,2.6
BMW 3 Series 320d Sport Line,Hyderabad,2012,13,18.5
Maruti Swift Dzire VDI,Hyderabad,2015,10,7.95
Hyundai Xcent 1.2 CRDi E Plus,Jaipur,2017,8,5.49
Honda Jazz V CVT,Mumbai,2017,8,6.95
Tata Indigo LS,Jaipur,2008,17,1.0
Ford Fiesta Classic 1.4 Duratorq CLXI,Chennai,2013,12,4.45
Maruti S-Cross Alpha DDiS 200 SH,Kolkata,2016,9,6.99
Maruti SX4 Zxi with Leather BSIII,Coimbatore,2008,17,3.51
Maruti Baleno Zeta Automatic,Kochi,2018,7,7.54
Maruti Ritz LDi,Bangalore,2016,9,3.65
Hyundai Elantra CRDi SX AT,Ahmedabad,2016,9,16.0
Chevrolet Spark 1.0 LT,Kolkata,2012,13,1.4
Hyundai i20 1.2 Spotz,Mumbai,2017,8,6.45
Hyundai Xcent 1.1 CRDi Base,Hyderabad,2016,9,4.4
Honda Jazz 1.2 V CVT i VTEC,Delhi,2015,10,5.95
Honda Brio S MT,Ahmedabad,2013,12,3.9
Mercedes-Benz E-Class E250 CDI Avantgrade,Coimbatore,2016,9,35.28
Tata Hexa XT,Pune,2017,8,14.25
Hyundai Xcent 1.1 CRDi Base,Pune,2017,8,4.5
Ford Ecosport 1.5 DV5 MT Titanium Optional,Pune,2015,10,7.5
Tata Nano XTA,Coimbatore,2017,8,3.41
Honda Brio VX,Pune,2013,12,3.25
Maruti Ertiga SHVS ZDI Plus,Hyderabad,2016,9,8.3
Hyundai i10 Sportz 1.2,Bangalore,2010,15,3.45
Mahindra XUV500 W10 2WD,Mumbai,2015,10,11.95
Volkswagen Vento Diesel Highline,Hyderabad,2010,15,4.25
Tata Safari Storme 2012-2015 VX,Hyderabad,2014,11,8.25
Honda Accord 2.4 Elegance M/T,Hyderabad,2010,15,5.95
Maruti Eeco 7 Seater Standard,Coimbatore,2016,9,4.3
Maruti Swift VDI,Ahmedabad,2012,13,3.9
Maruti Baleno Zeta Automatic,Pune,2016,9,6.41
Mahindra XUV500 W8 2WD,Coimbatore,2015,10,8.36
Hyundai Xcent 1.2 Kappa S,Chennai,2014,11,3.85
Mercedes-Benz New C-Class C 220 CDI Style,Hyderabad,2017,8,36.0
Skoda Superb 1.8 TSI MT,Kolkata,2011,14,7.5
Volkswagen CrossPolo 1.5 TDI,Hyderabad,2015,10,5.7
Maruti Ignis 1.2 Delta,Kochi,2019,6,5.5
Maruti Swift VDI BSIV,Chennai,2016,9,5.9
Honda City i VTEC VX Option,Mumbai,2015,10,7.75
BMW 5 Series 530d Highline Sedan,Ahmedabad,2010,15,18.0
Skoda Laura Ambiente,Hyderabad,2008,17,4.4
Volkswagen Polo GT TSI,Coimbatore,2017,8,8.27
Renault Duster 85PS Diesel RxL,Ahmedabad,2014,11,4.75
Honda City 1.5 S AT,Hyderabad,2008,17,3.8
Volkswagen Vento Diesel Highline,Ahmedabad,2011,14,3.4
Hyundai Grand i10 Sportz,Pune,2016,9,4.7
Ford Fiesta 1.4 ZXi Duratec,Pune,2008,17,1.49
Hyundai Xcent 1.1 CRDi S,Mumbai,2016,9,4.5
Honda Amaze VX i-DTEC,Hyderabad,2014,11,5.4
Honda City i VTEC CVT VX,Hyderabad,2016,9,11.5
Renault Fluence 1.5,Pune,2012,13,3.5
BMW 5 Series 520d Luxury Line,Ahmedabad,2010,15,16.5
Maruti SX4 ZXI MT BSIV,Mumbai,2012,13,3.9
Honda City ZX CVT,Hyderabad,2007,18,3.25
Volkswagen Ameo 1.2 MPI Comfortline,Kochi,2018,7,5.84
Volkswagen Ameo 1.2 MPI Comfortline,Hyderabad,2016,9,5.75
Audi A4 2.0 TDI Multitronic,Delhi,2010,15,10.0
Maruti Wagon R VXI,Mumbai,2006,19,1.05
Hyundai Verna SX CRDi AT,Delhi,2013,12,5.64
Mercedes-Benz GLC 220d 4MATIC Style,Coimbatore,2019,6,50.97
BMW 3 Series Luxury Line,Mumbai,2016,9,29.95
Honda Mobilio V Option i DTEC,Mumbai,2014,11,4.85
Hyundai Creta 1.6 CRDi AT SX Plus,Hyderabad,2016,9,14.5
Honda City 1.5 S MT,Hyderabad,2011,14,5.5
Ford Fiesta 1.4 TDCi EXI,Bangalore,2011,14,3.2
Maruti Swift Dzire LDI,Chennai,2016,9,4.5
Mercedes-Benz E-Class E250 CDI Launch Edition,Coimbatore,2015,10,30.72
Chevrolet Captiva LT,Jaipur,2009,16,3.5
Toyota Innova 2.5 V Diesel 7-seater,Bangalore,2007,18,6.99
Mahindra Quanto C8,Kochi,2014,11,3.45
Honda City i VTEC V,Kochi,2015,10,6.57
Audi A4 2.0 TDI 177 Bhp Premium Plus,Kolkata,2014,11,17.5
Volkswagen Polo Diesel Comfortline 1.2L,Delhi,2013,12,3.75
Ford EcoSport 1.5 Petrol Titanium Plus AT,Pune,2017,8,9.99
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Kolkata,2012,13,8.2
Honda City 1.5 EXI,Jaipur,2005,20,1.1
Maruti Alto 800 2016-2019 LXI Optional,Chennai,2015,10,2.45
Mercedes-Benz M-Class ML 320 CDI,Pune,2009,16,13.75
Maruti Swift Dzire LDI,Kolkata,2017,8,3.0
Maruti Vitara Brezza ZDi Plus Dual Tone,Ahmedabad,2017,8,9.25
Volvo S60 D5 Summum,Mumbai,2013,12,17.65
Toyota Fortuner 4x2 AT,Delhi,2014,11,18.25
Hyundai i20 Sportz Option Diesel,Kochi,2013,12,3.45
Audi A4 35 TDI Premium,Bangalore,2015,10,23.75
Nissan Terrano XV D Pre,Mumbai,2013,12,5.45
Maruti Celerio ZXI AMT,Coimbatore,2017,8,5.25
Hyundai i10 Sportz AT,Delhi,2012,13,2.9
BMW 3 Series 320d,Hyderabad,2010,15,14.2
Hyundai Grand i10 Sportz,Kochi,2018,7,5.8
Hyundai Grand i10 Asta Option AT,Coimbatore,2017,8,7.22
Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,2016,9,4.87
Volkswagen Polo 1.2 MPI Comfortline,Delhi,2013,12,3.3
Honda City ZX EXi,Hyderabad,2007,18,3.0
Mercedes-Benz GLA Class 200 CDI,Hyderabad,2014,11,26.0
Maruti Omni 8 Seater BSIV,Hyderabad,2017,8,2.9
Hyundai Verna 1.6 SX VTVT AT,Bangalore,2014,11,7.5
Maruti Alto 800 LXI,Hyderabad,2015,10,2.36
Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2017,8,11.39
Mahindra XUV500 W8 2WD,Kochi,2013,12,7.02
Maruti Vitara Brezza ZDi,Delhi,2016,9,8.0
Hyundai i20 1.2 Spotz,Kochi,2017,8,7.11
Mercedes-Benz E-Class 250 D W 210,Mumbai,1998,27,3.9
Maruti Alto LXi,Hyderabad,2009,16,2.15
Honda Amaze S i-Vtech,Kolkata,2013,12,3.25
Land Rover Range Rover Sport HSE,Kochi,2015,10,70.66
Hyundai Grand i10 CRDi Magna,Mumbai,2013,12,4.61
Honda Civic 2006-2010 1.8 S MT,Mumbai,2008,17,2.35
Hyundai Grand i10 CRDi Magna,Chennai,2014,11,4.05
Maruti 800 AC Uniq,Jaipur,2009,16,0.8
Toyota Etios Liva Diesel,Hyderabad,2014,11,5.6
Hyundai i20 Magna 1.4 CRDi,Delhi,2015,10,5.35
Maruti Alto K10 VXI,Mumbai,2017,8,3.25
BMW X1 sDrive20d,Pune,2012,13,11.5
Maruti Celerio VXI AT,Pune,2016,9,4.25
Skoda Superb Elegance 1.8 TSI AT,Mumbai,2009,16,4.45
Mahindra Xylo E4,Pune,2009,16,2.85
Mahindra XUV500 W8 2WD,Delhi,2014,11,7.85
Maruti Swift Dzire VXI,Pune,2016,9,5.3
Ford Ecosport 1.0 Ecoboost Platinum Edition,Mumbai,2017,8,8.0
Toyota Corolla Altis Diesel D4DG,Coimbatore,2014,11,9.43
Hyundai i20 2015-2017 1.2 Magna,Pune,2012,13,2.75
Renault Captur 1.5 Diesel Platine Mono,Mumbai,2018,7,13.5
Mercedes-Benz E-Class 280 CDI,Hyderabad,2009,16,9.99
Maruti Baleno RS 1.0 Petrol,Chennai,2017,8,6.95
Nissan Sunny 2011-2014 XL AT Special Edition,Chennai,2015,10,6.75
Hyundai Grand i10 AT Asta,Chennai,2015,10,5.5
Maruti Ciaz Zeta,Kochi,2018,7,9.18
Hyundai Xcent 1.2 Kappa S,Jaipur,2014,11,4.15
Hyundai Verna 1.6 SX CRDi (O),Ahmedabad,2012,13,6.5
Maruti Wagon R VXI 1.2,Kochi,2015,10,4.11
Hyundai Verna CRDi,Hyderabad,2008,17,2.25
Toyota Etios Liva G,Kochi,2015,10,4.56
Mahindra Xylo E4 ABS BS III,Pune,2013,12,4.0
Toyota Etios Liva GD,Coimbatore,2015,10,5.27
Mahindra Thar DI 4X4,Kochi,2019,6,9.11
Nissan X-Trail SLX MT,Pune,2010,15,6.2
Toyota Innova Crysta 2.8 ZX AT,Kochi,2017,8,19.97
Hyundai Creta 1.4 CRDi S,Delhi,2016,9,10.17
Maruti Swift VDI,Pune,2014,11,4.5
Hyundai Verna 1.6 CRDI SX Option,Kochi,2019,6,14.28
Maruti Alto LXi BSIII,Kochi,2012,13,2.47
Maruti S Cross DDiS 200 Alpha,Ahmedabad,2016,9,7.9
Hyundai EON Era,Hyderabad,2011,14,2.3
Nissan Terrano XL,Hyderabad,2013,12,6.5
Hyundai EON Era,Hyderabad,2016,9,3.25
Tata Zest Quadrajet 1.3 XT,Bangalore,2017,8,5.85
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Hyderabad,2014,11,29.0
Audi Q5 2.0 TDI Premium Plus,Coimbatore,2014,11,25.71
Ford Fiesta 1.6 ZXi Leather,Chennai,2008,17,1.85
BMW 3 Series 320d Prestige,Mumbai,2015,10,22.75
Maruti Baleno RS 1.0 Petrol,Kochi,2018,7,8.32
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Delhi,2014,11,26.0
Hyundai i10 Sportz 1.2,Hyderabad,2013,12,3.45
Hyundai Grand i10 Asta Option,Mumbai,2017,8,5.15
Honda Brio S MT,Kochi,2014,11,3.51
Hyundai i20 Magna 1.4 CRDi (Diesel),Kolkata,2015,10,3.45
Volkswagen Polo Petrol Highline 1.2L,Pune,2013,12,3.75
Honda City 1.5 EXI,Pune,2001,24,1.45
Skoda Octavia Ambiente 1.9 TDI,Delhi,2008,17,2.2
Ford Endeavour 2.5L 4X2,Hyderabad,2010,15,7.99
Chevrolet Cruze LTZ,Bangalore,2013,12,6.75
Honda CR-V AT With Sun Roof,Kolkata,2013,12,11.99
Honda Mobilio V i DTEC,Kolkata,2014,11,5.0
Maruti Ertiga VDI,Pune,2012,13,5.9
Hyundai Grand i10 Sportz,Mumbai,2013,12,3.75
Jaguar XF 3.0 Litre S Premium Luxury,Mumbai,2014,11,29.5
Honda Amaze VX i-Vtech,Chennai,2014,11,4.75
Audi A6 2.7 TDI,Pune,2011,14,11.5
Hyundai i20 1.2 Spotz,Chennai,2017,8,6.95
Volkswagen Ameo 1.2 MPI Highline Plus 16,Mumbai,2016,9,5.4
Renault Fluence 2.0,Jaipur,2011,14,4.75
Maruti Alto K10 VXI,Chennai,2011,14,2.15
Maruti Alto Std,Jaipur,2005,20,0.9
Maruti Wagon R VXI BS IV,Kolkata,2016,9,3.5
Fiat Linea 1.3 Emotion,Kochi,2016,9,5.85
Maruti Swift Dzire Vdi BSIV,Pune,2010,15,3.15
Renault Scala Diesel RxL,Pune,2016,9,6.0
Hyundai i20 Magna,Kolkata,2010,15,2.23
Hyundai Xcent 1.2 Kappa SX Option,Bangalore,2016,9,2.5
Maruti Wagon R LXI,Kochi,2015,10,3.87
Mahindra XUV500 W8 2WD,Ahmedabad,2014,11,9.5
Toyota Fortuner 4x2 AT,Delhi,2014,11,17.75
Renault Duster 110PS Diesel RxZ Plus,Delhi,2012,13,3.75
Hyundai Santro Xing GLS,Chennai,2010,15,1.5
Hyundai Verna 1.6 SX VTVT,Pune,2013,12,5.0
BMW X1 sDrive 20d Exclusive,Pune,2014,11,17.0
Honda Civic 2006-2010 1.8 V AT,Kochi,2011,14,4.38
Audi A6 35 TFSI Matrix,Delhi,2018,7,41.5
Maruti Wagon R LXI BS IV,Kolkata,2017,8,3.0
Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2018,7,11.0
Land Rover Discovery 3 TDV6 Diesel Automatic,Pune,2012,13,14.0
Maruti Dzire New,Pune,2016,9,7.65
Hyundai Verna VTVT 1.6 SX,Kolkata,2018,7,8.7
Maruti Ertiga ZDI Plus,Hyderabad,2016,9,9.9
Hyundai Accent GLE,Mumbai,2010,15,2.05
Hyundai i20 1.2 Sportz,Kolkata,2016,9,5.25
Hyundai Verna VTVT 1.6 SX,Kochi,2012,13,5.77
Maruti Alto LX,Hyderabad,2010,15,1.95
Mahindra Scorpio VLX,Ahmedabad,2011,14,7.45
Maruti Wagon R LXI,Delhi,2012,13,2.6
Hyundai i20 1.2 Sportz,Ahmedabad,2011,14,3.25
Maruti Ritz VDi,Hyderabad,2010,15,3.85
Renault Koleos 2.0 Diesel,Delhi,2013,12,7.5
BMW 3 Series 320d,Kochi,2012,13,11.5
Honda Brio V MT,Pune,2013,12,3.25
Hyundai Sonata GOLD,Chennai,2003,22,1.5
Maruti Swift Dzire VDi,Jaipur,2014,11,5.31
Mahindra XUV500 W8 4WD,Hyderabad,2013,12,9.0
Hyundai i10 Sportz 1.1L,Kolkata,2016,9,3.59
Maruti Ciaz ZXi Plus,Kochi,2016,9,7.35
Toyota Innova 2.5 V Diesel 8-seater,Pune,2013,12,12.0
Hyundai Grand i10 Sportz,Coimbatore,2017,8,6.02
Chevrolet Optra Magnum 2.0 LS BSIII,Coimbatore,2008,17,2.57
Mahindra Ssangyong Rexton RX5,Pune,2013,12,12.45
Mahindra XUV500 W8 2WD,Coimbatore,2015,10,12.63
Honda City i VTEC SV,Bangalore,2014,11,7.75
Ford Ecosport 1.5 DV5 MT Titanium,Delhi,2014,11,5.5
Hyundai i20 Sportz 1.2,Kolkata,2015,10,4.43
Mercedes-Benz CLA 200 CDI Sport,Kochi,2016,9,24.51
Hyundai EON Magna,Ahmedabad,2014,11,2.65
Toyota Etios G Safety,Delhi,2011,14,3.2
Maruti Swift Dzire Tour LDI,Chennai,2016,9,4.25
Maruti Alto LXi,Kolkata,2008,17,1.1
Maruti Celerio ZXI,Chennai,2015,10,4.3
Ford Ecosport 1.5 DV5 MT Titanium Optional,Hyderabad,2015,10,8.9
Nissan Terrano XV 110 PS Limited Edition,Jaipur,2015,10,6.5
Honda Accord VTi-L AT,Delhi,2009,16,3.5
Maruti Swift Ldi BSIII,Hyderabad,2008,17,4.25
Mahindra XUV500 AT W10 FWD,Kochi,2018,7,16.46
Honda Jazz 1.2 VX i VTEC,Mumbai,2016,9,5.95
Honda City i VTEC V,Mumbai,2015,10,7.1
Fiat Grande Punto 1.2 Dynamic,Kolkata,2011,14,1.25
Maruti Ertiga ZXI,Pune,2013,12,5.5
Nissan Micra XL,Chennai,2013,12,3.25
Honda City 1.5 V MT,Hyderabad,2010,15,5.0
Toyota Etios VX,Coimbatore,2016,9,6.58
BMW 3 Series 320d Luxury Line,Mumbai,2013,12,19.5
Honda Jazz 1.2 SV i VTEC,Kochi,2017,8,6.14
Maruti Dzire VDI,Jaipur,2013,12,4.95
Skoda Rapid 1.6 TDI Elegance,Hyderabad,2013,12,5.75
Mahindra XUV500 W6 2WD,Kolkata,2013,12,6.6
Hyundai Grand i10 AT Asta,Coimbatore,2015,10,5.72
Honda City 1.5 V MT,Delhi,2009,16,2.6
Toyota Innova 2.5 GX 7 STR,Hyderabad,2010,15,6.5
Mahindra XUV500 W8 2WD,Pune,2011,14,6.1
Maruti Swift Dzire VDi,Hyderabad,2010,15,3.85
Volkswagen Vento Petrol Highline,Pune,2013,12,4.5
Audi A4 2.0 TDI,Bangalore,2013,12,18.25
Maruti Ertiga LXI,Ahmedabad,2012,13,5.75
Maruti 800 AC,Jaipur,2010,15,0.9
Honda City 1.5 V MT,Hyderabad,2011,14,5.5
Maruti Swift Dzire VXI,Kolkata,2014,11,3.99
Toyota Camry Hybrid,Delhi,2014,11,18.75
Hyundai Grand i10 CRDi Sportz,Kolkata,2014,11,3.5
Toyota Innova Crysta 2.8 GX AT 8S,Chennai,2016,9,16.45
Hyundai i10 Magna,Coimbatore,2011,14,3.65
Hyundai Grand i10 AT Asta,Bangalore,2014,11,5.4
Maruti Baleno Alpha Diesel,Mumbai,2018,7,8.7
Skoda Superb Style 1.8 TSI AT,Mumbai,2016,9,20.75
Mercedes-Benz New C-Class 220 CDI AT,Hyderabad,2010,15,12.5
Maruti Ritz VDi,Kolkata,2011,14,1.89
Maruti Swift Dzire Tour LDI,Kolkata,2015,10,4.0
Honda Civic 2010-2013 1.8 V MT,Mumbai,2012,13,3.95
Maruti Ertiga SHVS VDI,Hyderabad,2015,10,7.85
Hyundai Elantra CRDi SX,Kolkata,2014,11,7.0
Toyota Fortuner 4x2 AT,Hyderabad,2016,9,24.99
Volkswagen Polo GT TSI,Delhi,2013,12,4.5
Skoda Octavia Classic 1.9 TDI MT,Pune,2005,20,1.25
Volkswagen Polo 1.5 TDI Trendline,Delhi,2014,11,3.95
Hyundai Santro Xing GL Plus,Pune,2012,13,1.6
Hyundai Accent GLE,Hyderabad,2004,21,0.6
Hyundai EON D Lite Plus,Coimbatore,2014,11,3.39
Toyota Innova 2.5 V Diesel 7-seater,Hyderabad,2011,14,9.8
Maruti Ignis 1.3 Zeta,Mumbai,2017,8,5.91
Maruti Ciaz Alpha,Mumbai,2017,8,8.25
Maruti Swift Dzire VXi,Mumbai,2012,13,3.75
Honda City i VTEC CVT VX,Hyderabad,2017,8,12.5
Honda Brio S MT,Delhi,2015,10,3.8
Toyota Etios Liva GD,Delhi,2014,11,4.35
Volvo XC60 D5,Hyderabad,2015,10,32.5
Tata Indigo CS eGVX,Kolkata,2015,10,3.0
Toyota Innova Crysta 2.8 ZX AT,Pune,2016,9,19.0
Volkswagen Vento Diesel Highline,Pune,2013,12,5.0
Ford Ecosport 1.5 DV5 MT Titanium,Pune,2014,11,5.45
Maruti Wagon R VXI,Mumbai,2010,15,2.7
Mercedes-Benz S-Class 320 L,Mumbai,2006,19,10.75
Volkswagen Polo 1.5 TDI Highline,Hyderabad,2015,10,5.8
Tata Indica GLS BS IV,Pune,2007,18,0.95
Maruti 800 Std BSIII,Jaipur,2002,23,0.63
Jeep Compass 2.0 Longitude,Kochi,2018,7,17.55
Maruti Alto K10 LXI Optional,Pune,2016,9,3.0
Skoda Octavia Elegance 2.0 TDI AT,Bangalore,2013,12,15.0
Maruti Swift Dzire VDI Optional,Hyderabad,2016,9,6.0
Maruti Ciaz VDi Plus SHVS,Mumbai,2016,9,7.65
Mercedes-Benz New C-Class C 220 CDI CLASSIC,Jaipur,2009,16,8.5
Ford Figo Diesel ZXI,Kolkata,2013,12,2.25
Toyota Corolla Altis VL,Delhi,2010,15,4.65
Maruti SX4 S Cross DDiS 320 Zeta,Mumbai,2016,9,7.85
Ford Figo Petrol ZXI,Coimbatore,2011,14,3.46
Honda Jazz Exclusive CVT,Mumbai,2018,7,8.25
Maruti Zen LXi - BS III,Pune,2006,19,1.25
Toyota Fortuner 3.0 Diesel,Bangalore,2012,13,16.0
Maruti Ciaz ZDi Plus,Jaipur,2015,10,7.4
Renault KWID RXT,Kochi,2016,9,3.07
Hyundai i10 Magna AT,Coimbatore,2011,14,3.84
Maruti Celerio ZXI AT Optional,Pune,2016,9,4.2
Hyundai Creta 1.4 E Plus Diesel,Kochi,2018,7,10.82
Honda Jazz 1.5 SV i DTEC,Hyderabad,2016,9,6.1
Honda City 1.5 S MT,Kolkata,2011,14,3.1
Mitsubishi Lancer 1.5 SFXi,Chennai,2001,24,1.0
Nissan Sunny XE P,Coimbatore,2012,13,4.69
Honda Accord 2.4 AT,Mumbai,2011,14,5.4
Mahindra XUV500 W8 2WD,Mumbai,2016,9,12.0
Hyundai i20 1.2 Magna Executive,Mumbai,2018,7,6.5
Nissan Micra Diesel XL,Chennai,2014,11,3.0
Maruti Ciaz AT ZXi,Kochi,2015,10,6.9
Volkswagen Vento Diesel Trendline,Chennai,2011,14,4.0
Hyundai i20 Asta,Chennai,2011,14,4.25
Toyota Corolla Altis G,Hyderabad,2008,17,5.1
Honda City i DTEC VX,Kolkata,2014,11,4.9
Maruti Swift VXI BSIV,Pune,2014,11,3.6
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Pune,2016,9,34.0
Toyota Innova 2.5 G (Diesel) 7 Seater,Mumbai,2015,10,8.25
Maruti Swift Lxi BSIII,Pune,2011,14,1.3
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,7,39.05
Hyundai Grand i10 Asta,Kolkata,2015,10,3.75
Maruti Wagon R LXI BS IV,Mumbai,2010,15,2.1
Ford EcoSport 1.5 TDCi Titanium,Hyderabad,2016,9,8.8
Volkswagen Polo 1.2 MPI Comfortline,Coimbatore,2015,10,5.84
Hyundai Verna 1.6 VTVT AT SX,Kochi,2018,7,9.03
Renault KWID AMT RXL,Ahmedabad,2017,8,3.25
Honda Brio S Option AT,Coimbatore,2013,12,4.9
Ford Figo Aspire 1.2 Ti-VCT Titanium,Kochi,2018,7,6.46
Toyota Fortuner 3.0 Diesel,Bangalore,2014,11,18.5
Tata Indigo eCS eLX BS IV,Ahmedabad,2013,12,2.7
Ford Figo 2015-2019 1.5D Ambiente MT,Chennai,2016,9,4.6
Maruti Swift Dzire VDI,Jaipur,2014,11,5.35
Nissan Micra Diesel XV Primo,Pune,2011,14,2.3
Skoda Octavia Style Plus 2.0 TDI AT,Delhi,2016,9,15.45
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Hyderabad,2014,11,12.49
Audi Q7 35 TDI Quattro Technology,Coimbatore,2016,9,48.76
Hyundai i20 1.2 Sportz,Pune,2011,14,3.2
BMW 3 Series 320d Corporate Edition,Delhi,2012,13,8.75
Hyundai i20 Active 1.4 SX Dual Tone,Kolkata,2015,10,5.99
Mahindra Scorpio 2.6 DX,Chennai,2005,20,2.9
Ford Figo Diesel EXI,Kolkata,2011,14,1.8
Honda Accord 2.4 Inspire M/T,Mumbai,2012,13,6.25
Hyundai i20 Sportz 1.4 CRDi,Bangalore,2013,12,5.45
Jaguar XF 2.2 Litre Luxury,Mumbai,2018,7,52.5
Hyundai Verna 1.6 SX VTVT (O) AT,Mumbai,2013,12,5.6
Honda City i VTEC VX Option,Kolkata,2014,11,6.45
Hyundai i20 Asta Optional with Sunroof 1.2,Mumbai,2012,13,3.7
Honda Brio S MT,Chennai,2013,12,3.49
Hyundai i20 Sportz 1.4 CRDi,Kolkata,2013,12,3.55
Maruti Grand Vitara 2.4 MT,Mumbai,2017,8,9.0
Maruti A-Star Vxi,Hyderabad,2011,14,2.7
Fiat Punto 1.3 Emotion,Pune,2011,14,2.6
Maruti Alto LXi,Chennai,2006,19,1.5
Mahindra XUV500 W10 2WD,Jaipur,2017,8,15.9
Maruti Swift RS VDI,Hyderabad,2013,12,5.2
BMW X1 sDrive20d,Mumbai,2014,11,16.25
Volkswagen Passat 2.0 PD DSG,Mumbai,2007,18,3.31
BMW X3 xDrive20d,Bangalore,2012,13,24.0
Maruti Ritz VXi,Kolkata,2011,14,2.5
Hyundai i20 Sportz 1.4 CRDi,Jaipur,2013,12,3.9
Maruti Swift VDI BSIV,Kolkata,2013,12,3.85
Mercedes-Benz New C-Class 200 Kompressor,Delhi,2011,14,8.8
Toyota Corolla Altis 1.8 GL,Chennai,2009,16,4.95
Hyundai Verna 1.6 SX CRDi (O),Kolkata,2014,11,5.75
Renault Duster 110PS Diesel RxZ,Kochi,2014,11,6.17
Maruti Swift Ldi BSIII,Chennai,2010,15,3.45
Maruti Alto K10 VXI,Jaipur,2016,9,3.2
Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,2017,8,13.49
Mercedes-Benz CLA 200 CGI Sport,Delhi,2016,9,24.5
Honda CR-V 2.4 4WD AT,Kolkata,2015,10,14.7
Ford Ecosport 1.5 DV5 MT Trend,Hyderabad,2014,11,6.0
Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Coimbatore,2016,9,34.18
Hyundai Grand i10 CRDi Magna,Delhi,2014,11,3.5
Ford Fiesta 1.4 Duratec ZXI,Hyderabad,2006,19,2.15
Hyundai Creta 1.6 SX Automatic Diesel,Kolkata,2018,7,11.25
Maruti A-Star Lxi,Delhi,2010,15,2.0
Maruti Ritz LDi,Kochi,2015,10,4.27
Honda City i VTEC SV,Kochi,2017,8,7.68
Toyota Innova 2.5 GX (Diesel) 7 Seater,Coimbatore,2017,8,14.52
Mercedes-Benz R-Class R350 4Matic Long,Mumbai,2011,14,16.85
Skoda Rapid 1.5 TDI Elegance,Mumbai,2015,10,5.75
Ford Ecosport 1.5 Ti VCT MT Titanium,Mumbai,2017,8,8.3
Maruti Celerio VXI AT,Chennai,2014,11,3.95
Volkswagen Vento Petrol Highline,Mumbai,2014,11,4.8
Volvo XC60 D5,Ahmedabad,2011,14,12.0
Toyota Etios Cross 1.4 GD,Ahmedabad,2017,8,6.25
Tata Indica Vista TDI LX,Jaipur,2012,13,2.5
Honda City i VTEC CVT VX,Pune,2014,11,7.5
Honda City 1.5 V MT,Delhi,2010,15,3.5
Skoda Octavia Rider Classic 1.9 TDI,Hyderabad,2005,20,1.99
Toyota Corolla 1.8 J,Kolkata,2009,16,2.25
Toyota Etios G,Delhi,2014,11,3.25
BMW X1 sDrive20d,Bangalore,2016,9,28.5
Honda City ZX CVT,Kolkata,2006,19,1.5
Hyundai i20 Sportz 1.4 CRDi,Delhi,2017,8,7.0
Mercedes-Benz E-Class E350 CDI,Delhi,2014,11,27.5
Hyundai Creta 1.6 CRDi SX Option,Ahmedabad,2015,10,10.5
Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Jaipur,2014,11,21.5
Land Rover Discovery Sport TD4 HSE,Delhi,2016,9,35.0
Skoda Rapid 1.5 TDI AT Elegance Plus,Hyderabad,2015,10,7.99
Maruti Celerio VXI AT,Coimbatore,2015,10,4.88
Audi RS5 Coupe,Mumbai,2013,12,40.5
Maruti Ciaz ZXi Plus,Mumbai,2015,10,6.55
Audi Q5 2.0 TDI Premium Plus,Coimbatore,2015,10,29.64
Ford Figo Diesel Titanium,Coimbatore,2013,12,4.34
Ford Ecosport 1.0 Ecoboost Titanium,Kochi,2014,11,6.22
Honda City 1.5 S MT,Delhi,2009,16,2.25
Jaguar XF 2.2 Litre Luxury,Hyderabad,2015,10,38.0
Maruti Swift VXI BSIV,Mumbai,2008,17,2.15
BMW 5 Series 520d Luxury Line,Coimbatore,2014,11,22.45
Mercedes-Benz B Class B200 CDI,Coimbatore,2017,8,20.87
Honda Brio S MT,Mumbai,2013,12,3.1
Hyundai i20 Sportz 1.2,Mumbai,2016,9,5.95
Tata Indica V2 DLG TC,Mumbai,2006,19,0.86
Toyota Fortuner 3.0 Diesel,Delhi,2010,15,9.25
Hyundai i10 Sportz 1.1L,Mumbai,2011,14,2.25
Hyundai i20 1.2 Sportz Option,Kochi,2016,9,6.13
Honda Amaze S AT i-Vtech,Pune,2014,11,3.79
